id,x_coor,y_coor,y,ols_residual,mgwr_yhat,mgwr_residual,localR2,beta_Intercept,beta_cp,beta_tcc,beta_TNSR,beta_TEM,beta_RH,se_Intercept,se_cp,se_tcc,se_TNSR,se_TEM,se_850RH,t_Intercept,t_cp,t_tcc,t_TNSR,t_TEM,t_RH,p_Intercept,p_cp,p_tcc,p_TNSR,p_TEM,p_RH,sumW_Intercept,sumW_cp,sumW_tcc,sumW_TNSR,sumW_TEM,sumW_RH
0,199340.4683,3628467.899,2.729939385,0.724932696,2.868921563,-0.138982178,0.473394168,-0.198939826,-0.557876587,-0.211075755,-0.761248636,-0.455260067,0.29931126,0.167656918,0.072251389,0.088089104,0.062889387,0.040044903,0.171840604,-1.186588826,-7.721326857,-2.396161908,-12.10456447,-11.36873936,1.741795901,0.235675959,2.82E-14,0.016753457,1.53E-31,3.15E-28,0.081856321,18.61612734,16.46469422,18.61612734,18.61612734,68.20077772,16.46469422
1,425740.4683,3628467.899,1.521089785,0.46403323,1.616089828,-0.095000042,0.825376099,-0.350182036,-0.387298311,-0.124435067,-0.592242174,-0.460926808,0.226384429,0.163167716,0.071793204,0.088230916,0.06037035,0.039560553,0.120473325,-2.146147807,-5.394637521,-1.41033408,-9.810149805,-11.65117189,1.879124944,0.032104953,8.60E-08,0.158756763,9.70E-22,1.76E-29,0.060522509,14.98811221,14.98811221,16.45801094,14.98811221,68.41500443,14.98811221
2,454040.4683,3628467.899,1.594455158,0.665644998,1.634738393,-0.040283236,0.828090601,-0.354450176,-0.394987264,-0.205780367,-0.570107226,-0.460904149,0.229704451,0.160755413,0.072008939,0.079076822,0.06166644,0.039475902,0.123584011,-2.204903513,-5.485253235,-2.602284227,-9.245016079,-11.6755825,1.858690685,0.02769135,5.25E-08,0.00939956,1.42E-19,1.37E-29,0.063369099,15.36980073,13.88905578,15.36980073,15.36980073,65.53877617,13.88905578
3,482340.4683,3628467.899,1.478187664,0.528817509,1.445300376,0.032887288,0.826633376,-0.35595456,-0.400102393,-0.269753153,-0.546342245,-0.461282258,0.240230597,0.157389755,0.071654162,0.078678564,0.064090937,0.039396466,0.127702835,-2.261612012,-5.583798376,-3.428547003,-8.524485264,-11.70872179,1.881168855,0.023938723,3.04E-08,0.000631952,5.71E-17,9.69E-30,0.060243715,15.45541312,13.96006173,15.45541312,15.45541312,63.50427128,13.96006173
4,567240.4683,3628467.899,1.068568486,-0.188296928,1.172237528,-0.103669042,0.883837946,-0.399330932,-0.405434983,-0.251222768,-0.53665517,-0.462979597,0.329066803,0.145044578,0.071060825,0.079803698,0.072796597,0.039141721,0.138287609,-2.753160015,-5.705464081,-3.148009103,-7.371981526,-11.82828926,2.379582706,0.006010858,1.53E-08,0.001693301,3.56E-13,2.80E-30,0.017521833,13.9893014,13.9893014,15.52051107,13.9893014,63.19989205,13.9893014
5,142740.4683,3600167.899,2.421372888,1.196830458,2.605587505,-0.184214618,0.391016855,-0.213535022,-0.533514265,-0.248881435,-0.745609558,-0.454378649,0.310594628,0.166167282,0.069487909,0.088067717,0.063004659,0.040126505,0.175690343,-1.285060568,-7.677799903,-2.826023481,-11.83419711,-11.32365378,1.767852589,0.199073205,3.89E-14,0.004808281,2.63E-30,4.97E-28,0.077395089,21.44905507,19.92449956,21.63477265,21.44905507,63.47385225,19.92449956
6,171040.4683,3600167.899,2.529801191,1.467333815,2.94263641,-0.412835219,0.44003976,-0.204412651,-0.549904088,-0.235495662,-0.752607233,-0.454699923,0.307185411,0.166457493,0.070104432,0.087813097,0.063002643,0.040102925,0.17419868,-1.22801712,-7.844070186,-2.681782913,-11.94564536,-11.33832305,1.763419859,0.2197339,1.13E-14,0.007445597,8.19E-31,4.29E-28,0.078139709,22.10880175,20.18280248,22.7981753,22.10880175,66.08931582,20.18280248
7,199340.4683,3600167.899,2.608320136,1.093132504,2.744047692,-0.135727556,0.514605693,-0.1941028,-0.562944273,-0.215095429,-0.762118459,-0.4551479,0.298547545,0.166996706,0.071199645,0.087633039,0.063003512,0.040077156,0.168890305,-1.162315142,-7.906560128,-2.454501544,-12.09644401,-11.3567914,1.767700899,0.245389016,7.07E-15,0.014280101,1.67E-31,3.56E-28,0.077420474,21.52197813,19.90312767,22.74302664,21.52197813,69.16731873,19.90312767
8,227640.4683,3600167.899,2.63382122,0.769211665,2.615432552,0.018388668,0.609126309,-0.190490069,-0.564330597,-0.177496069,-0.771091125,-0.455695595,0.280019121,0.168051075,0.073037912,0.088354115,0.062875451,0.040049639,0.160390245,-1.133524843,-7.726543431,-2.008916841,-12.2637867,-11.37826965,1.745861296,0.257269726,2.71E-14,0.044818435,2.80E-32,2.86E-28,0.081146826,18.96713101,18.07617477,19.83179319,18.96713101,72.56192784,18.07617477
9,312540.4683,3600167.899,2.189102142,0.210488182,2.088936594,0.100165548,0.820709578,-0.373824609,-0.366343525,-0.079534508,-0.648506975,-0.457709831,0.251559878,0.169965281,0.070413269,0.126772592,0.060704731,0.039926492,0.122671872,-2.199417473,-5.202762634,-0.627379361,-10.68297258,-11.46381289,2.050672857,0.028079993,2.39E-07,0.530555994,2.78E-25,1.20E-28,0.040562988,14.3424029,14.3424029,14.92603855,14.3424029,78.56686524,14.3424029
10,340840.4683,3600167.899,2.104121116,0.252117641,1.845871312,0.258249803,0.812859573,-0.399859231,-0.34384699,-0.018857087,-0.612448658,-0.458549993,0.254776003,0.168813156,0.069270348,0.142698456,0.060701707,0.039875687,0.117849163,-2.368649701,-4.963840926,-0.132146396,-10.08948002,-11.49948812,2.161882171,0.018045306,8.14E-07,0.894895487,7.57E-23,8.33E-29,0.030867511,15.11200284,15.11200284,15.68195564,15.11200284,79.65111239,15.11200284
11,369140.4683,3600167.899,2.05175539,0.735815361,2.001561061,0.050194329,0.795866017,-0.393619454,-0.352944792,0.015074574,-0.59471731,-0.45941722,0.243395762,0.16683097,0.070073662,0.154099873,0.060652441,0.039816248,0.116884725,-2.359390786,-5.036768195,0.097823405,-9.805331755,-11.53843569,2.082357319,0.018499301,5.63E-07,0.922092423,1.01E-21,5.60E-29,0.03756744,16.32800286,16.32800286,16.32800286,16.32800286,79.54757472,16.32800286
12,397440.4683,3600167.899,1.873819484,0.628394606,1.855518684,0.0183008,0.810212132,-0.376481163,-0.365044394,0.018463286,-0.588147153,-0.460318703,0.241345061,0.164813304,0.070967239,0.134680184,0.060420149,0.039728649,0.117781935,-2.284288663,-5.143843838,0.137089846,-9.73428837,-11.58656813,2.049083857,0.022566595,3.25E-07,0.890987794,1.92E-21,3.42E-29,0.040718412,17.4816029,17.4816029,17.4816029,17.4816029,76.06378853,17.4816029
13,425740.4683,3600167.899,1.742879763,0.857435686,1.673782694,0.06909707,0.829170981,-0.371259559,-0.367882067,-0.05487441,-0.573392804,-0.460682391,0.251263903,0.163038558,0.071136706,0.092810193,0.060512887,0.039634796,0.120464958,-2.277127352,-5.171480213,-0.591254137,-9.475548687,-11.62318051,2.085784182,0.022992326,2.81E-07,0.554485808,1.91E-20,2.34E-29,0.037255049,18.17280291,18.17280291,18.17280291,18.17280291,71.46657843,18.17280291
14,454040.4683,3600167.899,2.017615614,1.256801271,1.61404063,0.403574984,0.818664325,-0.374106495,-0.377697199,-0.170264016,-0.547134308,-0.460556071,0.249052701,0.160559602,0.071680215,0.078406848,0.06182811,0.039583714,0.123320002,-2.330016339,-5.269197319,-2.171545219,-8.849280816,-11.63498877,2.019564529,0.020006545,1.68E-07,0.03012806,4.01E-18,2.08E-29,0.043698982,18.48160296,15.39000248,18.48160296,18.48160296,70.76359454,15.39000248
15,482340.4683,3600167.899,1.668930009,0.811540477,1.423770737,0.245159272,0.806864548,-0.373162014,-0.382807818,-0.25119089,-0.517577447,-0.460927067,0.259167684,0.156840792,0.071334781,0.078639982,0.064415958,0.039522697,0.128225914,-2.379240814,-5.366355825,-3.194188027,-8.03492582,-11.66233831,2.021180253,0.017537999,1.00E-07,0.001446766,2.66E-15,1.57E-29,0.043531195,18.532803,15.37000257,18.532803,18.532803,69.8289157,15.37000257
16,510640.4683,3600167.899,1.297020294,0.412000554,1.361013217,-0.063992923,0.814253579,-0.368379924,-0.398977174,-0.286586383,-0.497174132,-0.461593735,0.259845334,0.152575306,0.071113842,0.07966091,0.067050844,0.039457788,0.133262029,-2.414413792,-5.610401024,-3.597578565,-7.414882495,-11.69841882,1.94988277,0.015941966,2.62E-08,0.000337162,2.62E-13,1.08E-29,0.051473516,18.25120305,15.03000263,18.25120305,18.25120305,69.95759553,15.03000263
17,538940.4683,3600167.899,1.38815893,0.518470829,1.248453244,0.139705686,0.845143275,-0.377055267,-0.413745962,-0.280864362,-0.488248632,-0.462307771,0.274071419,0.148041419,0.071313328,0.080220764,0.069496659,0.039359406,0.137230312,-2.546957946,-5.801804184,-3.501142963,-7.025497901,-11.74580154,1.997163862,0.011017778,8.84E-09,0.000484037,3.98E-12,6.60E-30,0.046082124,17.71360307,14.4900026,17.71360307,17.71360307,69.26720557,14.4900026
18,567240.4683,3600167.899,1.062532665,0.210768963,1.07153618,-0.009003515,0.875869262,-0.406830327,-0.39888967,-0.256331563,-0.495376278,-0.462643254,0.338404642,0.143204144,0.071012093,0.080467129,0.073126822,0.039251222,0.138693087,-2.840911702,-5.617207666,-3.185543788,-6.774207696,-11.78672243,2.439953207,0.004591197,2.52E-08,0.001490232,2.15E-11,4.31E-30,0.014864629,17.148803,17.148803,17.148803,17.148803,69.36845879,17.148803
19,595540.4683,3600167.899,0.8982146,-0.250094892,0.731391203,0.166823397,0.88059686,-0.448442571,-0.381139685,-0.230639473,-0.540118679,-0.462428184,0.392926079,0.138366569,0.071070341,0.080690443,0.084443131,0.039054503,0.139998488,-3.240974855,-5.362851484,-2.858324529,-6.396241741,-11.84058563,2.80664515,0.001231145,1.02E-07,0.004348604,2.46E-10,2.46E-30,0.00510476,16.58400282,16.58400282,17.14941122,16.58400282,66.72525865,16.58400282
20,623840.4683,3600167.899,0.363725103,-0.753662359,0.571419494,-0.207694391,0.879683301,-0.48997959,-0.35274673,-0.213679296,-0.609159176,-0.460559341,0.438648987,0.13390533,0.071188843,0.081016356,0.111594747,0.038800909,0.140350056,-3.659149262,-4.955084485,-2.637483433,-5.458672499,-11.86980799,3.125392332,0.000266478,8.51E-07,0.008483971,6.07E-08,1.81E-30,0.001827669,16.28254708,15.76320259,16.28254708,16.28254708,63.17978643,15.76320259
21,652140.4683,3600167.899,0.147842467,-0.909124634,0.331832822,-0.183990355,0.860391626,-0.514934355,-0.323313817,-0.2123197,-0.616863151,-0.457862977,0.464342154,0.129845399,0.071521574,0.081408289,0.151049565,0.038584838,0.140021015,-3.965749728,-4.520507586,-2.608084531,-4.08384593,-11.86639617,3.31623187,7.85E-05,6.92E-06,0.009242859,4.79E-05,1.88E-30,0.00094573,16.32937263,14.86094926,17.79394841,16.32937263,60.86569097,14.86094926
22,680440.4683,3600167.899,0.208935813,-0.776966286,0.033385764,0.175550049,0.828786399,-0.525716006,-0.309383348,-0.212715379,-0.557532234,-0.454625948,0.467693237,0.125978937,0.071500078,0.081873793,0.173826086,0.038378251,0.139297216,-4.173046848,-4.327035123,-2.598088723,-3.207414065,-11.84592669,3.357520347,3.27E-05,1.67E-05,0.009514381,0.001382522,2.33E-30,0.000816546,16.38235594,15.49023725,17.26080561,16.38235594,58.13847302,15.49023725
23,142740.4683,3571867.899,2.310878073,1.122920897,2.099944171,0.210933903,0.410444753,-0.211311152,-0.53101942,-0.252311483,-0.745468724,-0.454208557,0.307193186,0.165753572,0.068879722,0.088257207,0.063089123,0.040156125,0.172328999,-1.274851269,-7.709372328,-2.858820175,-11.81612115,-11.3110655,1.782597168,0.202662524,3.08E-14,0.004341872,3.18E-30,5.64E-28,0.074959823,22.35053497,22.16308835,22.90809075,22.35053497,63.11213783,22.16308835
24,171040.4683,3571867.899,3.050201996,2.023523288,2.423242391,0.626959605,0.45340584,-0.202373573,-0.546445448,-0.238330256,-0.752285275,-0.454707825,0.303197683,0.165882454,0.069217414,0.088070802,0.063088031,0.040139187,0.169971036,-1.219981786,-7.894623836,-2.706121119,-11.92437406,-11.32827684,1.783819711,0.222763791,7.73E-15,0.006925064,1.02E-30,4.74E-28,0.074760749,23.75111188,23.04540009,23.98255851,23.75111188,67.28346632,23.04540009
25,199340.4683,3571867.899,3.011120378,2.233908736,2.756406735,0.254713643,0.515159498,-0.190650934,-0.567863063,-0.215482112,-0.762060213,-0.455214923,0.294642006,0.166201692,0.070428668,0.087847963,0.063127698,0.040119662,0.166354147,-1.147105854,-8.062953338,-2.452898223,-12.0717251,-11.34642979,1.771173199,0.251616427,2.15E-15,0.014343508,2.17E-31,3.95E-28,0.076841087,23.71875257,22.39197777,24.03807518,23.71875257,71.20642555,22.39197777
26,227640.4683,3571867.899,2.979894043,1.749164208,2.860929737,0.118964307,0.612146807,-0.180261213,-0.588440638,-0.177596305,-0.774354638,-0.455661007,0.269246459,0.167014627,0.073490733,0.087813411,0.063183417,0.040091784,0.163065738,-1.079313927,-8.007004644,-2.022428038,-12.25566261,-11.36544608,1.651152854,0.280712022,3.30E-15,0.043401991,3.06E-32,3.26E-28,0.099026125,21.01070442,18.95040266,22.45312797,21.01070442,73.69107154,18.95040266
27,255940.4683,3571867.899,2.897623195,1.542936708,2.8270743,0.070548895,0.736053541,-0.22808233,-0.533092309,-0.126642205,-0.7542681,-0.456255001,0.230926075,0.167749657,0.075565365,0.090056553,0.062655578,0.040061924,0.163970879,-1.359658993,-7.054717564,-1.406251972,-12.03832315,-11.38874413,1.408335893,0.174249011,3.26E-12,0.159964702,3.08E-31,2.57E-28,0.159347181,19.00640317,15.62250281,19.00640317,19.00640317,76.50233111,15.62250281
28,284240.4683,3571867.899,2.25280827,0.903019739,2.745518944,-0.492710675,0.805833018,-0.310854869,-0.430118902,-0.10077039,-0.705822422,-0.456907488,0.255756105,0.167948784,0.073292694,0.094726984,0.06183969,0.040021107,0.138579429,-1.85089086,-5.8685099,-1.06379814,-11.4137445,-11.41666281,1.845556063,0.064484475,6.00E-09,0.287680871,2.00E-28,1.94E-28,0.065256659,18.90400327,15.42500287,18.90400327,18.90400327,77.98492231,15.42500287
29,312540.4683,3571867.899,2.226845609,0.641372839,2.438389855,-0.211544246,0.840418629,-0.393715936,-0.35515538,-0.033249409,-0.642588487,-0.457711568,0.282850023,0.169313381,0.070731785,0.129994731,0.061422723,0.039980488,0.125440108,-2.325368109,-5.021156723,-0.255775051,-10.46173878,-11.44837369,2.254861131,0.020254638,6.09E-07,0.798177942,2.32E-24,1.40E-28,0.024360961,15.66500277,15.66500277,15.66500277,15.66500277,79.72988452,15.66500277
30,340840.4683,3571867.899,2.068414517,0.786084843,2.184898157,-0.11648364,0.826114094,-0.423646818,-0.322507345,0.034076013,-0.603859394,-0.458589522,0.289585107,0.168484964,0.070230109,0.149236014,0.061218773,0.039938777,0.121507653,-2.514448804,-4.592152119,0.228336395,-9.863957751,-11.48231257,2.383266399,0.012080259,4.95E-06,0.819432126,5.96E-22,9.93E-29,0.017348486,16.3475028,14.94753335,16.3475028,16.3475028,81.13036157,14.94753335
31,369140.4683,3571867.899,2.069083593,1.102204519,1.929175261,0.139908331,0.812702575,-0.417042268,-0.334020297,0.044364022,-0.584497287,-0.459510849,0.275599751,0.166735974,0.070707884,0.144798734,0.060977524,0.039877174,0.118572827,-2.501213492,-4.723946986,0.306384044,-9.585454641,-11.52315478,2.324307838,0.012538247,2.65E-06,0.759377005,7.24E-21,6.54E-29,0.020311604,17.24750292,15.774694,17.24750292,17.24750292,79.78501902,15.774694
32,397440.4683,3571867.899,1.862347808,0.917059207,1.846002631,0.016345177,0.824184211,-0.391414396,-0.352400223,0.030566914,-0.580101654,-0.460228195,0.259243153,0.165318155,0.071351835,0.127877258,0.060816286,0.039825943,0.118605093,-2.367643138,-4.938909029,0.239033232,-9.538590524,-11.55598993,2.185767457,0.018094183,9.22E-07,0.811129539,1.10E-20,4.67E-29,0.029067478,16.49382999,15.70934522,18.0600031,16.49382999,78.79137011,15.70934522
33,425740.4683,3571867.899,1.616318674,0.743431007,1.579132994,0.03718568,0.834778515,-0.388790643,-0.352684259,0.027565387,-0.557805865,-0.460376467,0.269531289,0.163351105,0.07134126,0.1044352,0.061232914,0.039779388,0.120523486,-2.380091909,-4.943622516,0.263947275,-9.109575637,-11.57324153,2.236338322,0.017497781,9.01E-07,0.791875757,4.51E-19,3.92E-29,0.025552845,17.02469419,16.23875698,17.02469419,17.02469419,77.07917805,16.23875698
34,454040.4683,3571867.899,1.635848896,0.811956162,1.494289212,0.141559683,0.825117144,-0.396966114,-0.348780805,-0.093424915,-0.519236288,-0.460139533,0.287668372,0.160949672,0.071175738,0.082663895,0.063436953,0.039736397,0.124603949,-2.466399023,-4.90027662,-1.130177993,-8.185076092,-11.57980003,2.308661766,0.013817271,1.12E-06,0.258676357,8.36E-16,3.66E-29,0.021168648,17.23765714,16.45675005,17.23765714,17.23765714,75.10093161,16.45675005
35,482340.4683,3571867.899,1.357093512,0.55419107,1.221917038,0.135176474,0.811671435,-0.398581971,-0.356203855,-0.211353057,-0.47743237,-0.460687844,0.290459729,0.157587202,0.070916846,0.081067217,0.067466454,0.039676193,0.130144262,-2.529278804,-5.022838378,-2.607133494,-7.07658902,-11.61119078,2.231828925,0.011584784,6.04E-07,0.009268391,2.80E-12,2.65E-29,0.025850545,16.29412038,16.29412038,17.10185477,16.29412038,73.14225398,16.29412038
36,510640.4683,3571867.899,1.022800224,0.293788368,1.194071903,-0.171271679,0.824854615,-0.38561888,-0.377820272,-0.2783338,-0.446673525,-0.46142087,0.282198353,0.152684289,0.070977756,0.08100409,0.07054414,0.039618716,0.135193749,-2.525596321,-5.323079953,-3.436046272,-6.331830327,-11.64653768,2.087362436,0.011706102,1.26E-07,0.000614918,3.68E-10,1.84E-29,0.037111922,15.98962213,15.98962213,16.8055585,15.98962213,73.61931844,15.98962213
37,538940.4683,3571867.899,1.11839596,0.427134392,0.826950955,0.291445005,0.855489807,-0.379177197,-0.399954765,-0.292921845,-0.4323364,-0.462178855,0.2884481,0.146922659,0.071445217,0.081210117,0.072732875,0.039516507,0.1383264,-2.58079455,-5.598062161,-3.606962488,-5.944167594,-11.69584281,2.085271507,0.010001015,2.81E-08,0.000325358,3.85E-09,1.11E-29,0.037301642,16.49691643,15.70934522,16.49691643,16.49691643,73.21295546,15.70934522
38,567240.4683,3571867.899,0.884498134,0.401894983,0.699440964,0.18505717,0.873895912,-0.400992516,-0.406117823,-0.261595678,-0.458177386,-0.462545527,0.328142584,0.141439838,0.071674148,0.081413176,0.078510272,0.03935295,0.13989818,-2.835074778,-5.666168838,-3.213186001,-5.835890939,-11.75377014,2.345581506,0.004675223,1.92E-08,0.001355321,7.26E-09,6.08E-30,0.019195012,16.27160767,15.51557348,17.80000304,16.27160767,71.78714955,15.51557348
39,595540.4683,3571867.899,0.990060847,0.179839213,0.547211034,0.442849813,0.879426415,-0.450136784,-0.38473484,-0.232284855,-0.551982972,-0.461462344,0.392434302,0.135889806,0.071425221,0.081612985,0.093430466,0.039113543,0.140294156,-3.312513251,-5.38654043,-2.846175213,-5.907954845,-11.79801968,2.797224879,0.000958251,8.98E-08,0.004516602,4.77E-09,3.84E-30,0.00525478,17.57750291,16.10802734,17.57750291,17.57750291,69.32574041,16.10802734
40,623840.4683,3571867.899,0.331186025,-0.548817764,0.302843344,0.028342682,0.870312858,-0.499133744,-0.346578978,-0.213914651,-0.695325269,-0.459213898,0.445849825,0.131336247,0.071065326,0.081512215,0.134412995,0.038874015,0.140267576,-3.800426438,-4.876906852,-2.624326305,-5.173050918,-11.81287545,3.178566543,0.000153311,1.26E-06,0.00881642,2.79E-07,3.29E-30,0.001526191,17.08500277,17.08500277,20.45440318,17.08500277,67.73076443,17.08500277
41,652140.4683,3571867.899,-0.569008149,-1.431534384,0.055657288,-0.624665437,0.841273678,-0.523193065,-0.308246502,-0.207796514,-0.678912482,-0.456038465,0.474754218,0.126734858,0.071172937,0.081912318,0.16103684,0.038593213,0.139849051,-4.128249122,-4.330951003,-2.536816422,-4.215883032,-11.81654566,3.394761822,3.96E-05,1.64E-05,0.01133994,2.72E-05,3.16E-30,0.000714285,19.07040295,15.96000254,19.07040295,19.07040295,65.13442478,15.96000254
42,680440.4683,3571867.899,-0.504666824,-1.303954535,-0.250671232,-0.253995591,0.803813219,-0.538888006,-0.294485888,-0.208792233,-0.590680902,-0.45216483,0.475381615,0.123308948,0.071114703,0.082354972,0.190863576,0.03830528,0.139094037,-4.370226282,-4.140998624,-2.535271738,-3.094780658,-11.80424286,3.41769947,1.37E-05,3.75E-05,0.011389738,0.002025183,3.59E-30,0.00065737,17.46154123,16.92800267,17.46154123,17.46154123,62.07512461,16.92800267
43,708740.4683,3571867.899,-0.283482401,-1.049655756,-0.36743803,0.083955629,0.744474305,-0.538126637,-0.285254145,-0.212971788,-0.556765113,-0.446762081,0.475300596,0.119906073,0.071339051,0.082533872,0.152443548,0.038043787,0.138453004,-4.487901453,-3.998569376,-2.580416773,-3.652270767,-11.74336521,3.432938133,8.04E-06,6.85E-05,0.010011889,0.000273621,6.77E-30,0.000621925,17.35840141,15.95957463,18.27941486,17.35840141,57.45869843,15.95957463
44,142740.4683,3543567.899,2.525566537,1.68973805,2.72035078,-0.194784242,0.434323717,-0.216593472,-0.535548493,-0.256127538,-0.7427163,-0.454185478,0.303368487,0.165212992,0.068947327,0.088497156,0.063092165,0.040190466,0.173211799,-1.310995396,-7.767501922,-2.894189478,-11.77192596,-11.3008264,1.751430847,0.190164867,2.00E-14,0.003885237,5.03E-30,6.26E-28,0.080182948,23.35952905,22.01129838,23.35952905,23.35952905,63.11116684,22.01129838
45,171040.4683,3543567.899,3.387373578,2.651890748,2.678358964,0.709014614,0.481050868,-0.205330471,-0.550832466,-0.242777209,-0.749947604,-0.454524898,0.297209328,0.165210881,0.068992357,0.088220512,0.063134875,0.040173438,0.169324467,-1.242838665,-7.983963541,-2.751936067,-11.87849993,-11.31406525,1.7552651,0.21422306,3.93E-15,0.006033194,1.66E-30,5.47E-28,0.079524815,24.59760234,23.38666892,25.06139292,24.59760234,66.14248421,23.38666892
46,199340.4683,3543567.899,3.460446759,3.022969907,2.817984946,0.642461812,0.561480424,-0.18964084,-0.569110167,-0.221292558,-0.760840653,-0.455019802,0.285891095,0.165290395,0.069790211,0.087949462,0.063251848,0.040155757,0.163404927,-1.147319182,-8.154584459,-2.516133158,-12.02874972,-11.33137141,1.749586744,0.251528324,1.06E-15,0.012023053,3.41E-31,4.60E-28,0.080501056,24.4251303,23.38927579,25.40250254,24.4251303,69.74606796,23.38927579
47,227640.4683,3543567.899,2.998662028,2.564881513,3.023062473,-0.024400445,0.659085872,-0.173504851,-0.581062512,-0.180622684,-0.775197615,-0.455623007,0.262075478,0.165637729,0.072079596,0.087955635,0.063523983,0.040137502,0.157311216,-1.047495956,-8.061400754,-2.053565805,-12.2032274,-11.35155364,1.665968172,0.295127858,2.17E-15,0.040281315,5.36E-32,3.75E-28,0.096037709,21.4881685,20.93760279,23.05826689,21.4881685,73.59294983,20.93760279
48,255940.4683,3543567.899,3.102779454,2.404591734,2.846910514,0.25586894,0.769225082,-0.222797893,-0.533884398,-0.140525411,-0.757753827,-0.456296286,0.228377611,0.166242706,0.074658031,0.087783649,0.063433314,0.040117675,0.164069954,-1.340196497,-7.151064579,-1.600815336,-11.94567621,-11.37394655,1.391952677,0.180490523,1.68E-12,0.109738476,8.19E-31,2.99E-28,0.164250934,17.91750293,16.41666941,21.38720321,17.91750293,77.23999154,16.41666941
49,284240.4683,3543567.899,2.29497695,1.368335725,2.492289318,-0.197312369,0.841516058,-0.327937814,-0.42183874,-0.115899236,-0.701253779,-0.456967519,0.289063602,0.166582958,0.072424008,0.092388264,0.062681295,0.040088365,0.136566717,-1.968615625,-5.824570513,-1.254480064,-11.18760843,-11.3990061,2.116647516,0.049277308,7.75E-09,0.20996516,1.95E-27,2.32E-28,0.034540024,18.10750298,16.58950894,18.10750298,18.10750298,79.213175,16.58950894
50,312540.4683,3543567.899,2.111485178,0.856519823,2.033140547,0.078344632,0.859667255,-0.401448603,-0.346407677,-0.082227392,-0.647695752,-0.457730803,0.321816696,0.166826177,0.070638446,0.101504259,0.0618238,0.040047641,0.125945945,-2.406388553,-4.903953835,-0.810088101,-10.47647923,-11.42965702,2.555196962,0.01629441,1.10E-06,0.418085204,2.01E-24,1.70E-28,0.010762074,18.65000306,16.29066015,18.65000306,18.65000306,79.58070054,16.29066015
51,340840.4683,3543567.899,1.810617281,0.707223899,1.824901519,-0.014284239,0.84825718,-0.445940376,-0.321487954,-0.00394391,-0.598622632,-0.45864676,0.324152701,0.166981615,0.070195383,0.125346772,0.061629799,0.040015693,0.121883198,-2.670595656,-4.579901687,-0.031463995,-9.713201087,-11.46167237,2.65953557,0.007696448,5.25E-06,0.97490588,2.32E-21,1.23E-28,0.007951877,16.79239036,16.79239036,17.62037334,16.79239036,80.59580527,16.79239036
52,369140.4683,3543567.899,1.753313949,0.940427606,1.544564453,0.208749497,0.81292682,-0.441966015,-0.322755612,0.02527993,-0.575208419,-0.459532433,0.313899539,0.165654501,0.070992584,0.131703465,0.061197392,0.040000333,0.120883507,-2.667998839,-4.54632857,0.191945819,-9.399230856,-11.4882153,2.596711063,0.00775575,6.14E-06,0.847824208,3.72E-20,9.35E-29,0.009552356,17.12803067,16.23828413,17.12803067,17.12803067,82.56144835,16.23828413
53,397440.4683,3543567.899,1.404541534,0.548368545,1.417334568,-0.012793034,0.828877364,-0.421731226,-0.332021757,-0.008040772,-0.562871966,-0.460126378,0.299802223,0.163914251,0.071244666,0.116980865,0.060778709,0.039949017,0.121372246,-2.572877124,-4.660303351,-0.068735791,-9.261005658,-11.51783979,2.470105263,0.010231119,3.59E-06,0.945213879,1.23E-19,6.91E-29,0.013675829,17.35294433,16.41406553,17.35294433,17.35294433,78.44511827,16.41406553
54,425740.4683,3543567.899,1.255418211,0.536418347,1.297494407,-0.042076196,0.825472455,-0.419604793,-0.324449741,-0.023687708,-0.534868447,-0.459828078,0.314026392,0.162220728,0.071940449,0.094091162,0.061257359,0.039929344,0.12407161,-2.586628712,-4.5099766,-0.251752746,-8.731497078,-11.51604386,2.531009248,0.009834423,7.26E-06,0.8012847,1.06E-17,7.04E-29,0.011528163,16.60547188,13.56213281,17.57439772,16.60547188,75.82443503,13.56213281
55,454040.4683,3543567.899,1.14506187,0.489763672,1.256242524,-0.111180655,0.793369401,-0.429749895,-0.312336525,-0.097634291,-0.486095323,-0.459682724,0.344583581,0.159603765,0.071367339,0.083976479,0.063553761,0.039930112,0.1284492,-2.692604992,-4.376463071,-1.162638536,-7.648568926,-11.51218211,2.682644825,0.007209949,1.33E-05,0.245257789,4.82E-14,7.32E-29,0.007426579,16.71094067,13.61538732,17.68858459,16.71094067,75.74353767,13.61538732
56,482340.4683,3543567.899,0.905315267,0.156136426,1.166486678,-0.261171411,0.751971274,-0.426574828,-0.319769977,-0.202861272,-0.433968227,-0.460312451,0.338726208,0.15566991,0.070893223,0.082676221,0.067315363,0.039912747,0.133948827,-2.740252287,-4.510585942,-2.453683411,-6.446793257,-11.53296839,2.528773233,0.006250212,7.24E-06,0.014312425,1.79E-10,5.92E-29,0.011601374,16.60547188,13.56213281,17.57439772,16.60547188,75.94452498,13.56213281
